station_code,station_latitude_deg,station_longitude_deg,site_key,mesh_code,jcode,avs30_mps,arv,avs_eb_mps,avs_ref,jshis_known
IWT019,39.8491,141.8034,IWT019|39.8491|141.8034,5941661434,8.0,481.0,0.8546,,0.0,1
IWT020,39.7841,141.3295,IWT020|39.7841|141.3295,5941524612,10.0,505.1,0.8197,,0.0,1
IWT021,39.9203,141.082,IWT021|39.9203|141.0820,5941700623,5.0,275.2,1.3754,,0.0,1
IWT022,40.1011,141.0523,IWT022|40.1011|141.0523,6041102411,10.0,444.3,0.9144,,0.0,1
IWT023,40.0366,141.4502,IWT023|40.0366|141.4502,6041034613,10.0,467.5,0.8756,,0.0,1
IWT024,40.2632,141.2901,IWT024|40.2632|141.2901,6041321331,8.0,480.1,0.856,,0.0,1
IWT025,39.5169,140.8301,IWT025|39.5169|140.8301,5940262612,11.0,392.8,1.0155,,0.0,1
KGS001,32.1947,130.1763,KGS001|32.1947|130.1763,4830213413,4.0,510.4,0.8125,,0.0,1
KGS002,32.0909,130.3532,KGS002|32.0909|130.3532,4830120834,11.0,290.4,1.3137,,0.0,1
KGS003,32.0559,130.5874,KGS003|32.0559|130.5874,4830046642,6.0,405.6,0.9882,,0.0,1
KGS004,32.0145,130.1927,KGS004|32.0145|130.1927,4830011532,15.0,207.5,1.749,,0.0,1
KGS005,31.9006,130.4513,KGS005|31.9006|130.4513,4730638611,6.0,405.6,0.9882,,0.0,1
KGS006,31.906,130.7021,KGS006|31.9060|130.7021,4730658631,10.0,312.4,1.2343,,0.0,1
KGS007,31.8143,130.3032,KGS007|31.8143|130.3032,4730527432,13.0,166.8,2.1073,,0.0,1
KGS008,31.7621,130.5699,KGS008|31.7621|130.5699,4730541523,8.0,325.7,1.1914,,0.0,1
KGS009,31.7368,130.7613,KGS009|31.7368|130.7613,4730468024,13.0,156.3,2.227,,0.0,1
KGS010,31.7123,130.2735,KGS010|31.7123|130.2735,4730425124,6.0,405.6,0.9882,,0.0,1
KGS011,31.5896,130.349,KGS011|31.5896|130.3490,4730320744,15.0,207.5,1.749,,0.0,1
KGS012,31.6057,130.574,KGS012|31.6057|130.5740,4730342542,20.0,193.4,1.8573,,0.0,1
KGS013,31.5973,130.9938,KGS013|31.5973|130.9938,4730371941,10.0,323.6,1.1979,,0.0,1
KGS014,31.496,130.6999,KGS014|31.4960|130.6999,4730159542,16.0,260.2,1.4425,,0.0,1
KGS015,31.4304,131.011,KGS015|31.4304|131.0110,4731101042,5.0,206.7,1.7551,,0.0,1
KGS016,31.4162,130.3225,KGS016|31.4162|130.3225,4730029544,14.0,183.8,1.9397,,0.0,1
KGS017,31.3954,130.8702,KGS017|31.3954|130.8702,4730067923,5.0,255.9,1.4632,,0.0,1
KGS018,31.3757,130.5449,KGS018|31.3757|130.5449,4730045321,16.0,260.2,1.4425,,0.0,1
KGS019,31.2776,130.3008,KGS019|31.2776|130.3008,4630723413,6.0,405.6,0.9882,,0.0,1
KGS020,31.2396,130.4915,KGS020|31.2396|130.4915,4630638934,5.0,267.3,1.41,,0.0,1
KGS021,31.2535,130.6324,KGS021|31.2535|130.6324,4630750023,5.0,256.1,1.4619,,0.0,1
KGS022,31.2804,131.0504,KGS022|31.2804|131.0504,4631703431,11.0,288.5,1.3211,,0.0,1
KGS023,31.199,130.849,KGS023|31.1990|130.8490,4630663744,10.0,408.6,0.982,,0.0,1
KGS024,31.0888,130.6982,KGS024|31.0888|130.6982,4630550542,6.0,405.6,0.9882,,0.0,1
KGS025,30.7319,130.9977,KGS025|30.7319|130.9977,4630077944,9.0,280.1,1.3548,,0.0,1
KGS027,30.3488,130.8829,KGS027|30.3488|130.8829,4530471043,9.0,322.1,1.2027,,0.0,1
KGS028,30.4208,130.5769,KGS028|30.4208|130.5769,4530540613,9.0,308.9,1.2465,,0.0,1
KGS029,30.2363,130.5553,KGS029|30.2363|130.5553,4530248414,9.0,312.0,1.2357,,0.0,1
KGS036,31.836,129.8678,KGS036|31.8360|129.8678,4729660914,1.0,641.3,0.6689,,0.0,1
KGS037,31.639,129.7078,KGS037|31.6390|129.7078,4729356641,16.0,260.2,1.4425,,0.0,1
KGW001,34.5466,134.2814,KGW001|34.5466|134.2814,5134625241,20.0,253.3,1.4761,,0.0,1
KGW002,34.4727,134.3139,KGW002|34.4727|134.3139,5134526531,20.0,253.3,1.4761,,0.0,1
KGW003,34.2652,133.7896,KGW003|34.2652|133.7896,5133361333,14.0,183.8,1.9397,,0.0,1
KGW004,34.3435,134.0456,KGW004|34.3435|134.0456,5134401321,15.0,207.5,1.749,,0.0,1
KGW005,34.1138,133.6354,KGW005|34.1138|133.6354,5133153042,19.0,213.8,1.7052,,0.0,1
KGW006,34.2496,134.1856,KGW006|34.2496|134.1856,5134219444,3.0,387.7,1.0269,,0.0,1
KGW007,34.2271,134.4009,KGW007|34.2271|134.4009,5134237213,16.0,260.2,1.4425,,0.0,1
KGW008,34.1644,133.9243,KGW008|34.1644|133.9243,5133179342,11.0,361.9,1.0891,,0.0,1
KMM001,33.1208,131.0687,KMM001|33.1208|131.0687,4931504514,8.0,398.4,1.0034,,0.0,1
KMM002,33.0185,130.6846,KMM002|33.0185|130.6846,4930452422,9.0,259.4,1.4464,,0.0,1
KMM003,32.9336,130.5477,KMM003|32.9336|130.5477,4930342322,5.0,264.1,1.4241,,0.0,1
KMM004,32.932,131.1214,KMM004|32.9320|131.1214,4931301943,5.0,283.9,1.3392,,0.0,1
KMM005,32.8761,130.8774,KMM005|32.8761|130.8774,4930275011,9.0,304.8,1.2605,,0.0,1
KMM006,32.7875,130.7696,KMM006|32.7875|130.7696,4930164141,9.0,255.8,1.4637,,0.0,1
KMM007,32.8267,131.1226,KMM007|32.8267|131.1226,4931109922,5.0,292.9,1.3041,,0.0,1
KMM008,32.6878,130.6582,KMM008|32.6878|130.6582,4930052241,15.0,193.2,1.8586,,0.0,1
KMM009,32.6856,130.9892,KMM009|32.6856|130.9892,4930072913,6.0,405.6,0.9882,,0.0,1
KMM010,32.6136,130.4874,KMM010|32.6136|130.4874,4830733842,19.0,213.8,1.7052,,0.0,1
KMM011,32.6167,130.8652,KMM011|32.6167|130.8652,4830764911,10.0,401.8,0.9962,,0.0,1
KMM012,32.5078,130.6024,KMM012|32.5078|130.6024,4830640833,16.0,260.2,1.4425,,0.0,1
KMM013,32.365,130.5099,KMM013|32.3650|130.5099,4830443044,15.0,207.5,1.749,,0.0,1
KMM014,32.3961,130.8268,KMM014|32.3961|130.8268,4830467631,6.0,405.6,0.9882,,0.0,1
KMM014,32.3987,130.8244,KMM014|32.3987|130.8244,4830467544,10.0,441.1,0.92,,0.0,1
KMM015,32.2161,130.4046,KMM015|32.2161|130.4046,4830235234,15.0,177.8,1.9955,,0.0,1
KMM016,32.1966,130.7757,KMM016|32.1966|130.7757,4830263231,6.0,405.6,0.9882,,0.0,1
KMM016,32.2175,130.7257,KMM016|32.2175|130.7257,4830256811,10.0,328.0,1.1843,,0.0,1
KMM017,32.2561,130.9257,KMM017|32.2561|130.9257,4830370431,11.0,353.5,1.1111,,0.0,1
KMM018,32.3942,130.3885,KMM018|32.3942|130.3885,4830437113,1.0,775.5,0.5689,,0.0,1
KMM019,32.4589,130.1938,KMM019|32.4589|130.1938,4830515521,19.0,236.3,1.5657,,0.0,1
KMM020,32.3636,130.1807,KMM020|32.3636|130.1807,4830413432,10.0,270.1,1.3971,,0.0,1
KMM021,32.3792,129.9977,KMM021|32.3792|129.9977,4829475942,15.0,207.5,1.749,,0.0,1
KMM022,32.1945,130.0265,KMM022|32.1945|130.0265,4830203213,15.0,207.5,1.749,,0.0,1
KNG001,35.5291,139.7062,KNG001|35.5291|139.7062,5339253614,15.0,198.8,1.8139,437.5,1.0,1
KNG002,35.4371,139.634,KNG002|35.4371|139.6340,5339152023,19.0,181.7,1.9592,442.6,1.0,1
KNG003,35.2727,139.6579,KNG003|35.2727|139.6579,5239752241,3.0,391.3,1.0189,500.0,1.0,1
KNG004,35.1441,139.6218,KNG004|35.1441|139.6218,5239547923,9.0,299.5,1.2797,422.1,1.0,1
KNG005,35.3192,139.5462,KNG005|35.3192|139.5462,5239748323,3.0,391.3,1.0189,500.0,1.0,1
KNG005,35.3194,139.549,KNG005|35.3194|139.5490,5239748324,15.0,277.8,1.3644,505.1,1.0,1
KNG006,35.4544,139.5387,KNG006|35.4544|139.5387,5339144331,10.0,264.1,1.4243,426.5,1.0,1
KNG007,35.3385,139.4901,KNG007|35.3385|139.4901,5339030931,17.0,252.2,1.4814,421.9,1.0,1
KNG008,35.5751,139.3265,KNG008|35.5751|139.3265,5339229611,9.0,302.2,1.2698,451.1,1.0,1
KNG009,35.4424,139.3618,KNG009|35.4424|139.3618,5339123822,13.0,199.7,1.8073,416.9,1.0,1
KNG010,35.3355,139.3504,KNG010|35.3355|139.3504,5339020813,16.0,264.3,1.4232,395.3,1.0,1
KNG011,35.6154,139.1548,KNG011|35.6154|139.1548,5339313234,9.0,488.7,0.8431,1074.3,1.0,1
KNG012,35.3794,139.2048,KNG012|35.3794|139.2048,5339015632,11.0,338.0,1.1543,418.4,1.0,1
KNG013,35.2641,139.152,KNG013|35.2641|139.1520,5239711231,13.0,220.9,1.6582,500.0,1.0,1
KNG014,35.3608,139.0826,KNG014|35.3608|139.0826,5339003623,10.0,302.3,1.2696,500.0,1.0,1
KNG201,34.5956,139.9183,KNG201|34.5956|139.9183,5139771314,,,,,,0
KNG202,34.7396,139.8393,KNG202|34.7396|139.8393,5239068733,,,,,,0
KNG203,34.7983,139.6435,KNG203|34.7983|139.6435,5239155134,,,,,,0
KNG204,34.8931,139.5711,KNG204|34.8931|139.5711,5239247521,,,,,,0
KNG205,34.9413,139.4213,KNG205|34.9413|139.4213,5239332343,,,,,,0
KOC001,33.5275,134.2814,KOC001|33.5275|134.2814,5034223223,16.0,260.2,1.4425,,0.0,1
KOC002,33.2903,134.1681,KOC002|33.2903|134.1681,4934714334,3.0,469.0,0.8732,,0.0,1
KOC003,33.5014,133.9068,KOC003|33.5014|133.9068,5033270221,17.0,194.5,1.8484,,0.0,1
KOC004,33.6975,133.8771,KOC004|33.6975|133.8771,5033473031,8.0,522.3,0.7967,,0.0,1
KOC005,33.5934,133.6921,KOC005|33.5934|133.6921,5033351512,11.0,301.6,1.2721,,0.0,1
KOC006,33.4945,133.4165,KOC006|33.4945|133.4165,5033139314,13.0,168.9,2.084,,0.0,1
KOC007,33.5611,133.5271,KOC007|33.5611|133.5271,5033247213,15.0,207.5,1.749,,0.0,1
KOC008,33.7758,133.3465,KOC008|33.7758|133.3465,5033523721,1.0,775.5,0.5689,,0.0,1
KOC009,33.5742,133.1718,KOC009|33.5742|133.1718,5033218343,7.0,351.4,1.1167,,0.0,1
KOC010,33.3925,133.2896,KOC010|33.3925|133.2896,5033027311,1.0,775.5,0.5689,,0.0,1
KOC011,33.3995,132.8972,KOC011|33.3995|132.8972,5032077144,1.0,775.5,0.5689,,0.0,1
KOC012,33.1967,132.9758,KOC012|33.1967|132.9758,4932673831,10.0,413.0,0.9731,,0.0,1
KOC013,33.0797,133.1015,KOC013|33.0797|133.1015,4933409831,15.0,207.5,1.749,,0.0,1
KOC014,32.9895,132.9377,KOC014|32.9895|132.9377,4932378531,13.0,168.0,2.0939,,0.0,1
KOC015,32.937,132.7252,KOC015|32.9370|132.7252,4932352813,15.0,207.5,1.749,,0.0,1
KOC016,32.7672,132.9711,KOC016|32.7672|132.9711,4932172721,3.0,364.4,1.0827,,0.0,1
KOC017,33.7691,133.6565,KOC017|33.7691|133.6565,5033552223,1.0,775.5,0.5689,,0.0,1
KYT001,35.7406,135.1022,KYT001|35.7406|135.1022,5335408833,16.0,260.2,1.4425,,0.0,1
KYT002,35.6037,134.8941,KYT002|35.6037|134.8941,5334372123,15.0,207.5,1.749,,0.0,1
KYT003,35.6767,135.2919,KYT003|35.6767|135.2919,5335421312,1.0,641.3,0.6689,,0.0,1
KYT004,35.5354,135.196,KYT004|35.5354|135.1960,5335214521,16.0,260.2,1.4425,,0.0,1
KYT005,35.4759,135.3891,KYT005|35.4759|135.3891,5335137111,15.0,207.5,1.749,,0.0,1
KYT006,35.2759,135.1827,KYT006|35.2759|135.1827,5235713421,8.0,449.6,0.9052,,0.0,1
KYT007,35.3057,135.713,KYT007|35.3057|135.7130,5235756731,1.0,775.5,0.5689,,0.0,1
KYT008,35.2612,135.3966,KYT008|35.2612|135.3966,5235731123,8.0,486.2,0.8469,,0.0,1
KYT009,35.1637,135.5016,KYT009|35.1637|135.5016,5235549031,10.0,409.0,0.9813,,0.0,1
KYT010,35.2098,135.7738,KYT010|35.2098|135.7738,5235665122,10.0,476.0,0.8623,,0.0,1
KYT011,35.017,135.5638,KYT011|35.0170|135.5638,5235442511,8.0,437.9,0.9257,,0.0,1
KYT012,34.9962,135.8188,KYT012|34.9962|135.8188,5235369541,11.0,352.6,1.1136,,0.0,1
KYT013,34.8784,135.8047,KYT013|34.8784|135.8047,5235265414,3.0,420.2,0.9589,,0.0,1
KYT014,34.7732,135.9921,KYT014|34.7732|135.9921,5235172934,1.0,775.5,0.5689,,0.0,1
MIE001,35.1718,136.4943,MIE001|35.1718|136.4943,5236630941,8.0,461.8,0.8848,,0.0,1
MIE002,35.0279,136.5073,MIE002|35.0279|136.5073,5236443023,11.0,337.5,1.1558,,0.0,1
MIE003,34.9704,136.6357,MIE003|34.9704|136.6357,5236356024,15.0,182.4,1.952,,0.0,1
MIE004,34.8569,136.4493,MIE004|34.8569|136.4493,5236232544,8.0,434.7,0.9316,,0.0,1
MIE005,34.7677,136.1151,MIE005|34.7677|136.1151,5236102911,13.0,186.8,1.9128,,0.0,1
MIE006,34.7174,136.5054,MIE006|34.7174|136.5054,5236046012,16.0,260.2,1.4425,,0.0,1
MIE007,34.6435,136.3365,MIE007|34.6435|136.3365,5136727622,8.0,444.6,0.9139,,0.0,1
MIE007,34.651,136.3404,MIE007|34.6510|136.3404,5136728711,1.0,641.3,0.6689,,0.0,1
MIE008,34.6285,136.1073,MIE008|34.6285|136.1073,5136705823,8.0,507.9,0.8159,,0.0,1
MIE009,34.5788,136.5276,MIE009|34.5788|136.5276,5136649213,11.0,290.9,1.3116,,0.0,1
MIE010,34.4908,136.7334,MIE010|34.4908|136.7334,5136558843,8.0,399.1,1.002,,0.0,1
MIE011,34.4283,136.3329,MIE011|34.4283|136.3329,5136521623,8.0,478.4,0.8585,,0.0,1
MIE012,34.2544,136.8232,MIE012|34.2544|136.8232,5136360542,8.0,336.0,1.1601,,0.0,1
MIE013,34.2777,136.4996,MIE013|34.2777|136.4996,5136333924,15.0,207.5,1.749,,0.0,1
MIE014,34.0638,136.1687,MIE014|34.0638|136.1687,5136017332,8.0,495.3,0.8335,,0.0,1
MIE015,33.8783,136.0822,MIE015|33.8783|136.0822,5036605623,15.0,207.5,1.749,,0.0,1
MIE016,33.8764,135.9188,MIE016|33.8764|135.9188,5035675321,1.0,641.3,0.6689,,0.0,1
MIE017,34.3624,136.3348,MIE017|34.3624|136.3348,5136423624,8.0,460.1,0.8876,,0.0,1
MYG001,38.9015,141.5684,MYG001|38.9015|141.5684,5841248512,15.0,207.5,1.749,,0.0,1
MYG002,38.7262,141.5109,MYG002|38.7262|141.5109,5841047022,3.0,409.2,0.9808,,0.0,1
MYG003,38.7348,141.3106,MYG003|38.7348|141.3106,5841028422,1.0,775.5,0.5689,,0.0,1
MYG004,38.7292,141.0217,MYG004|38.7292|141.0217,5841007141,3.0,392.7,1.0158,,0.0,1
MYG005,38.7992,140.6507,MYG005|38.7992|140.6507,5840155233,8.0,474.8,0.8641,,0.0,1
MYG006,38.5801,140.9654,MYG006|38.5801|140.9654,5740679731,13.0,164.6,2.1304,,0.0,1
MYG007,38.5876,141.2506,MYG007|38.5876|141.2506,5741720031,8.0,384.1,1.0353,,0.0,1
MYG008,38.5766,141.4518,MYG008|38.5766|141.4518,5741639611,15.0,207.5,1.749,,0.0,1
MYG008,38.5769,141.4514,MYG008|38.5769|141.4514,5741639611,15.0,207.5,1.749,,0.0,1
MYG009,38.4466,140.8874,MYG009|38.4466|140.8874,5740573042,8.0,425.1,0.9495,,0.0,1
MYG010,38.4282,141.2809,MYG010|38.4282|141.2809,5741521214,16.0,260.2,1.4425,,0.0,1
MYG011,38.2972,141.5043,MYG011|38.2972|141.5043,5741345032,8.0,430.2,0.9398,,0.0,1
MYG011,38.3052,141.5044,MYG011|38.3052|141.5044,5741346032,3.0,313.9,1.2293,,0.0,1
MYG012,38.3175,141.0193,MYG012|38.3175|141.0193,5741308121,15.0,207.5,1.749,,0.0,1
MYG012,38.3233,141.0272,MYG012|38.3233|141.0272,5741308233,20.0,253.3,1.4761,,0.0,1
MYG013,38.2663,140.9293,MYG013|38.2663|140.9293,5740371434,13.0,162.5,2.154,,0.0,1
MYG014,38.3177,140.6357,MYG014|38.3177|140.6357,5740358022,8.0,523.8,0.7948,,0.0,1
MYG015,38.1049,140.8699,MYG015|38.1049|140.8699,5740162941,15.0,193.2,1.8586,,0.0,1
MYG016,38.0085,140.621,MYG016|38.0085|140.6210,5740041921,11.0,321.6,1.2042,,0.0,1
MYG017,37.9763,140.7818,MYG017|37.9763|140.7818,5640767221,12.0,205.9,1.7605,,0.0,1
MYZ001,32.705,131.3089,MYZ001|32.7050|131.3089,4931024441,1.0,641.3,0.6689,,0.0,1
MYZ002,32.6978,131.6831,MYZ002|32.6978|131.6831,4931053441,1.0,775.5,0.5689,,0.0,1
MYZ003,32.5659,131.6598,MYZ003|32.5659|131.6598,4831657244,10.0,278.4,1.3616,,0.0,1
MYZ004,32.3889,131.3339,MYZ004|32.3889|131.3339,4831426641,6.0,405.6,0.9882,,0.0,1
MYZ005,32.4281,131.6003,MYZ005|32.4281|131.6003,4831541813,1.0,641.3,0.6689,,0.0,1
MYZ006,32.2565,131.5609,MYZ006|32.2565|131.5609,4831340444,8.0,391.5,1.0185,,0.0,1
MYZ007,32.2353,131.1158,MYZ007|32.2353|131.1158,4831208912,1.0,641.3,0.6689,,0.0,1
MYZ008,32.106,131.3928,MYZ008|32.1060|131.3928,4831132132,9.0,299.1,1.281,,0.0,1
MYZ009,32.0461,130.811,MYZ009|32.0461|130.8110,4830065442,11.0,361.9,1.0889,,0.0,1
MYZ010,31.9968,130.9721,MYZ010|31.9968|130.9721,4730779742,8.0,398.1,1.0042,,0.0,1
MYZ011,31.9951,131.2557,MYZ011|31.9951|131.2557,4731729014,10.0,298.4,1.2837,,0.0,1
MYZ012,31.8723,131.0685,MYZ012|31.8723|131.0685,4731604532,8.0,485.8,0.8474,,0.0,1
MYZ013,31.9087,131.4187,MYZ013|31.9087|131.4187,4731639312,15.0,207.5,1.749,,0.0,1
MYZ014,31.8454,131.3026,MYZ014|31.8454|131.3026,4731621413,8.0,480.6,0.8553,,0.0,1
MYZ015,31.7185,131.0621,MYZ015|31.7185|131.0621,4731406422,8.0,397.3,1.0058,,0.0,1
MYZ016,31.6129,131.3743,MYZ016|31.6129|131.3743,4731323942,13.0,168.9,2.084,,0.0,1
MYZ017,31.4637,131.2277,MYZ017|31.4637|131.2277,4731115831,15.0,207.5,1.749,,0.0,1
MYZ018,31.3985,131.3052,MYZ018|31.3985|131.3052,4731027434,1.0,641.3,0.6689,,0.0,1
MYZ019,32.5006,131.4444,MYZ019|32.5006|131.4444,4831630521,10.0,407.2,0.9849,,0.0,1
MYZ019,32.5017,131.4433,MYZ019|32.5017|131.4433,4831630512,10.0,406.8,0.9858,,0.0,1
MYZ020,32.455,131.147,MYZ020|32.4550|131.1470,4831514142,1.0,775.5,0.5689,,0.0,1
NAR001,34.7154,135.7272,NAR001|34.7154|135.7272,5235055833,3.0,386.6,1.0294,,0.0,1
NAR002,34.6683,135.8352,NAR002|34.6683|135.8352,5235060622,11.0,344.4,1.1359,,0.0,1
NAR003,34.5169,135.7191,NAR003|34.5169|135.7191,5135652721,11.0,327.3,1.1865,,0.0,1
NAR004,34.5277,135.9526,NAR004|34.5277|135.9526,5135673613,10.0,445.5,0.9123,,0.0,1
NAR004,34.528,135.9512,NAR004|34.5280|135.9512,5135673613,10.0,445.5,0.9123,,0.0,1
NAR005,34.3408,135.6883,NAR005|34.3408|135.6883,5135450533,10.0,359.0,1.0965,,0.0,1
NAR006,34.3383,135.9541,NAR006|34.3383|135.9541,5135470632,1.0,775.5,0.5689,,0.0,1
NAR007,34.2213,135.7369,NAR007|34.2213|135.7369,5135256842,1.0,775.5,0.5689,,0.0,1
NAR008,34.1352,136.0046,NAR008|34.1352|136.0046,5136106012,1.0,775.5,0.5689,,0.0,1
NAR009,33.938,135.7552,NAR009|33.9380|135.7552,5035762032,1.0,775.5,0.5689,,0.0,1
NGN001,36.8514,138.366,NGN001|36.8514|138.3660,5538222912,12.0,283.8,1.3396,,0.0,1
NGN002,36.8069,138.2069,NGN002|36.8069|138.2069,5538116643,5.0,308.6,1.2474,,0.0,1
NGN003,36.7403,138.4129,NGN003|36.7403|138.4129,5538038333,8.0,540.7,0.7735,,0.0,1
NGN004,36.6486,138.1938,NGN004|36.6486|138.1938,5438717543,11.0,381.0,1.0424,,0.0,1
NGN006,36.5086,137.8507,NGN006|36.5086|137.8507,5437661811,11.0,408.7,0.9818,,0.0,1
NGN007,36.5339,138.1191,NGN007|36.5339|138.1191,5438604921,11.0,373.5,1.0602,,0.0,1
NGN008,36.4022,138.2491,NGN008|36.4022|138.2491,5438418924,8.0,476.6,0.8612,,0.0,1
NGN009,36.3378,137.8694,NGN009|36.3378|137.8694,5437460941,11.0,400.4,0.9992,,0.0,1
NGN012,36.2564,137.9785,NGN012|36.2564|137.9785,5437370834,11.0,406.8,0.9857,,0.0,1
NGN013,36.1833,137.7852,NGN013|36.1833|137.7852,5437261244,8.0,562.3,0.7482,,0.0,1
NGN014,36.0932,138.483,NGN014|36.0932|138.4830,5438131821,8.0,566.5,0.7434,,0.0,1
NGN014,36.0956,138.4844,NGN014|36.0956|138.4844,5438131824,5.0,344.6,1.1353,,0.0,1
NGN015,36.0454,138.1116,NGN015|36.0454|138.1116,5438005824,15.0,190.9,1.8779,,0.0,1
NGN016,35.9151,138.2421,NGN016|35.9151|138.2421,5338619934,5.0,290.9,1.3118,,0.0,1
NGN017,35.9748,137.8255,NGN017|35.9748|137.8255,5337766633,8.0,574.2,0.7349,,0.0,1
NGN018,35.8132,137.5295,NGN018|35.8132|137.5295,5337547232,8.0,584.4,0.724,,0.0,1
NGN019,35.8562,137.7078,NGN019|35.8562|137.7078,5337652641,8.0,541.5,0.7725,,0.0,1
NGN020,35.8282,137.9532,NGN020|35.8282|137.9532,5337579614,11.0,401.8,0.9963,,0.0,1
NGN021,35.7304,137.9341,NGN021|35.7304|137.9341,5337477441,9.0,364.7,1.0819,,0.0,1
NGN022,35.6079,137.6125,NGN022|35.6079|137.6125,5337342933,8.0,553.4,0.7584,,0.0,1
NGN023,35.5787,138.0338,NGN023|35.5787|138.0338,5338209223,10.0,513.0,0.8089,,0.0,1
NGN024,35.5232,137.8374,NGN024|35.5232|137.8374,5337262644,9.0,366.8,1.0767,,0.0,1
NGN025,35.2807,137.8567,NGN025|35.2807|137.8567,5237763841,2.0,400.3,0.9994,,0.0,1
NGS001,33.3616,129.5383,NGS001|33.3616|129.5383,5029043313,3.0,457.8,0.8914,,0.0,1
NGS002,33.3444,129.7054,NGS002|33.3444|129.7054,5029051614,15.0,207.5,1.749,,0.0,1
NGS003,33.2016,129.4128,NGS003|33.2016|129.4128,4929634311,3.0,435.7,0.9298,,0.0,1
NGS004,33.1808,129.7177,NGS004|33.1808|129.7177,4929651732,3.0,421.6,0.9562,,0.0,1
NGS005,33.0371,129.9171,NGS005|33.0371|129.9171,4929474314,16.0,260.2,1.4425,,0.0,1
NGS007,32.9061,129.7802,NGS007|32.9061|129.7802,4929268232,11.0,288.5,1.321,,0.0,1
NGS008,32.9231,130.1843,NGS008|32.9231|130.1843,4930310443,4.0,510.4,0.8125,,0.0,1
NGS009,32.8456,130.0218,NGS009|32.8456|130.0218,4930201123,3.0,358.1,1.0988,,0.0,1
NGS010,32.7353,129.8763,NGS010|32.7353|129.8763,4929078011,1.0,641.3,0.6689,,0.0,1
NGS011,32.7839,130.2024,NGS011|32.7839|130.2024,4930114611,11.0,318.4,1.2146,,0.0,1
NGS012,32.7884,130.3463,NGS012|32.7884|130.3463,4930124741,5.0,311.8,1.2365,,0.0,1
NGS013,32.5811,129.7596,NGS013|32.5811|129.7596,4829669042,3.0,349.9,1.1209,,0.0,1
NGS014,32.6106,130.1849,NGS014|32.6106|130.1849,4830713424,15.0,188.9,1.8952,,0.0,1
NGS016,32.888,129.0211,NGS016|32.8880|129.0211,4929206141,15.0,207.5,1.749,,0.0,1
NGS019,32.9002,129.9582,NGS019|32.9002|129.9582,4929278621,20.0,245.6,1.5155,,0.0,1
NGS020,34.6609,129.4594,NGS020|34.6609|129.4594,5129739624,1.0,641.3,0.6689,,0.0,1
NGS021,34.3973,129.324,NGS021|34.3973|129.3240,5129427542,10.0,286.2,1.33,,0.0,1
NGS022,34.2029,129.2868,NGS022|34.2029|129.2868,5129224224,1.0,641.3,0.6689,,0.0,1
NGS023,33.7502,129.6899,NGS023|33.7502|129.6899,5029550511,4.0,510.4,0.8125,,0.0,1
NIG001,38.2584,138.4337,NIG001|38.2584|138.4337,5738331421,16.0,260.2,1.4425,,0.0,1
NIG002,38.0745,138.4398,NIG002|38.0745|138.4398,5738038533,20.0,223.1,1.6447,,0.0,1
NIG003,37.9976,138.3226,NIG003|37.9976|138.3226,5638729542,16.0,260.2,1.4425,,0.0,1
NIG004,37.8205,138.2795,NIG004|37.8205|138.2795,5638528214,8.0,355.6,1.1053,,0.0,1
NIG005,37.9204,138.4981,NIG005|37.9204|138.4981,5638730924,8.0,338.3,1.1534,,0.0,1
NIG006,38.4501,139.4961,NIG006|38.4501|139.4961,5739534921,8.0,402.2,0.9954,,0.0,1
NIG007,38.2301,139.4864,NIG007|38.2301|139.4864,5739237842,11.0,270.7,1.3948,,0.0,1
NIG012,37.6863,139.4772,NIG012|37.6863|139.4772,5639432813,8.0,455.9,0.8945,,0.0,1
NIG013,37.7638,138.8834,NIG013|37.7638|138.8834,5638571041,12.0,193.2,1.8587,,0.0,1
NIG014,37.641,138.9559,NIG014|37.6410|138.9559,5638376634,13.0,159.6,2.1871,,0.0,1
NIG015,37.6935,139.1886,NIG015|37.6935|139.1886,5639413511,8.0,439.0,0.9238,,0.0,1
NIG016,37.6421,138.7676,NIG016|37.6421|138.7676,5638367112,17.0,194.5,1.8484,,0.0,1
NIG017,37.4416,138.8431,NIG017|37.4416|138.8431,5638162734,11.0,295.9,1.2928,,0.0,1
NIG018,37.3724,138.5579,NIG018|37.3724|138.5579,5638044441,17.0,194.5,1.8484,,0.0,1
NIG019,37.3057,138.7898,NIG019|37.3057|138.7898,5538766331,8.0,426.0,0.9478,,0.0,1
NIG020,37.2332,138.962,NIG020|37.2332|138.9620,5538677644,11.0,344.3,1.1364,,0.0,1
NIG021,37.1281,138.7468,NIG021|37.1281|138.7468,5538555923,8.0,417.4,0.9644,,0.0,1
NIG022,37.0364,138.8462,NIG022|37.0364|138.8462,5538464723,11.0,362.5,1.0876,,0.0,1
NIG023,37.0147,138.6529,NIG023|37.0147|138.6529,5538451233,8.0,473.3,0.8665,,0.0,1
NIG024,37.1268,138.444,NIG024|37.1268|138.4440,5538535521,8.0,465.3,0.8791,,0.0,1
NIG025,37.1607,138.2235,NIG025|37.1607|138.2235,5538519724,15.0,207.5,1.749,,0.0,1
NIG026,37.0228,138.2507,NIG026|37.0228|138.2507,5538422031,11.0,334.9,1.1632,,0.0,1
NIG027,37.0235,137.8624,NIG027|37.0235|137.8624,5537462844,8.0,488.1,0.8441,,0.0,1
